epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
111,1305.33,0.86458,1.9352,0.8051,1.34135,0.95995,0.93279,0.98912,0.78861,0.96607,0.90194,0.97544,0.70557,0.72312,1.37846,0.46569,1.24744,0.000274,0.000274,0.000274
112,1316.7,0.96282,2.19642,0.89297,1.3649,0.93228,0.95879,0.98157,0.78323,0.94873,0.92289,0.96902,0.69676,0.71299,1.3812,0.4675,1.23749,0.0002674,0.0002674,0.0002674
113,1328.23,0.90075,1.98014,0.83784,1.35143,0.91913,0.90476,0.9576,0.76277,0.91913,0.90476,0.94897,0.67672,0.70964,1.4724,0.56295,1.22988,0.0002608,0.0002608,0.0002608
114,1339.8,0.94725,1.93612,0.89111,1.40889,0.93117,0.90212,0.95158,0.75343,0.93117,0.90212,0.94263,0.67829,0.70285,1.3976,0.53871,1.23588,0.0002542,0.0002542,0.0002542
115,1351.36,0.92032,1.92976,0.85222,1.34837,0.92316,0.93297,0.96497,0.76403,0.93091,0.91398,0.94988,0.6976,0.71685,1.39553,0.52982,1.23432,0.0002476,0.0002476,0.0002476
116,1362.8,0.95595,2.06685,0.88766,1.38819,0.8932,0.92854,0.96202,0.75253,0.91936,0.88461,0.94483,0.67405,0.73784,1.36862,0.54867,1.2388,0.000241,0.000241,0.000241
117,1374.51,0.92849,1.87171,0.85727,1.3761,0.89863,0.96429,0.96435,0.74813,0.90037,0.91216,0.95202,0.67483,0.74322,1.40235,0.53463,1.24579,0.0002344,0.0002344,0.0002344
118,1386.64,0.99709,2.21136,0.99861,1.44802,0.94048,0.92415,0.9684,0.75915,0.91337,0.9344,0.96241,0.6809,0.73488,1.49341,0.51809,1.25258,0.0002278,0.0002278,0.0002278
119,1397.91,0.79016,1.74877,0.76219,1.26513,0.94706,0.91667,0.98211,0.75646,0.93294,0.90476,0.96658,0.69373,0.76591,1.42414,0.51055,1.31376,0.0002212,0.0002212,0.0002212
120,1409.87,0.84622,1.7978,0.7371,1.33614,0.947,0.93196,0.98307,0.77097,0.93248,0.92043,0.97372,0.69361,0.73297,1.4168,0.48004,1.25514,0.0002146,0.0002146,0.0002146
121,1421.67,0.84464,1.81658,0.74203,1.27558,0.92325,0.96429,0.97908,0.77093,0.96575,0.91241,0.97134,0.70889,0.71806,1.41849,0.46827,1.23803,0.000208,0.000208,0.000208
122,1433.58,0.89911,1.88083,0.85,1.36071,0.97379,0.94368,0.97947,0.76666,0.97326,0.93326,0.96994,0.7213,0.7216,1.34125,0.45075,1.24502,0.0002014,0.0002014,0.0002014
123,1444.52,0.83861,1.89291,0.74661,1.27446,0.9618,0.94871,0.97742,0.77548,0.94961,0.9368,0.96794,0.72473,0.69797,1.39316,0.45538,1.22166,0.0001948,0.0001948,0.0001948
124,1456.11,0.88357,2.04275,0.80657,1.37703,0.94528,0.93521,0.97389,0.76948,0.93306,0.92335,0.96498,0.70698,0.70231,1.38501,0.46344,1.2314,0.0001882,0.0001882,0.0001882
125,1467.6,0.93,1.84252,0.83425,1.43617,0.93203,0.94856,0.97471,0.79327,0.91991,0.93674,0.95931,0.70776,0.68673,1.37623,0.45024,1.22128,0.0001816,0.0001816,0.0001816
126,1478.88,0.85469,2.01557,0.78939,1.30985,0.92659,0.9607,0.9782,0.78281,0.91436,0.94884,0.96713,0.70345,0.68949,1.40759,0.44168,1.22902,0.000175,0.000175,0.000175
