epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
115,3212.81,1.01963,1.9405,0.86278,1.49547,0.93001,0.94271,0.96617,0.6163,0.93001,0.94271,0.9644,0.60328,1.25501,1.69176,0.6417,1.69193,0.0004357,0.0004357,0.0004357
116,3243.01,1.11859,2.1869,0.98012,1.56938,0.95639,0.87503,0.97148,0.65928,0.95712,0.87277,0.95855,0.61083,1.23029,1.72878,0.60173,1.64213,0.00043075,0.00043075,0.00043075
117,3271.04,1.08945,2.0233,0.9599,1.56671,0.95494,0.92973,0.97576,0.65467,0.95494,0.92973,0.97626,0.6273,1.20188,1.61363,0.59913,1.61514,0.0004258,0.0004258,0.0004258
118,3295.93,1.05425,2.06241,0.92843,1.51229,0.82256,0.95765,0.95992,0.67457,0.82256,0.95765,0.9619,0.64288,1.16609,1.50562,0.60137,1.52647,0.00042085,0.00042085,0.00042085
119,3324.11,1.02399,2.04256,0.87182,1.45525,0.88422,0.88267,0.9626,0.67521,0.88422,0.88267,0.96912,0.65419,1.16102,1.47934,0.58723,1.52647,0.0004159,0.0004159,0.0004159
120,3351.48,1.00924,1.9426,0.87274,1.50931,0.92098,0.94177,0.96511,0.66707,0.93333,0.95281,0.97333,0.66146,1.13519,1.55518,0.6129,1.53211,0.00041095,0.00041095,0.00041095
121,3378.11,0.94968,1.90532,0.81456,1.37514,0.9522,0.93821,0.96638,0.65678,0.94959,0.94099,0.96643,0.63193,1.15689,1.61412,0.61301,1.59915,0.000406,0.000406,0.000406
122,3404.97,0.96986,2.02968,0.91565,1.44316,0.9454,0.93284,0.97177,0.66621,0.9454,0.93284,0.9661,0.63932,1.15081,1.63647,0.58744,1.5554,0.00040105,0.00040105,0.00040105
123,3434.6,1.06008,1.80162,0.81259,1.44369,0.9395,0.90513,0.96412,0.66593,0.93939,0.90476,0.95833,0.64447,1.14792,1.63357,0.57852,1.4993,0.0003961,0.0003961,0.0003961
124,3463.51,1.09202,2.06657,0.8561,1.51181,0.88448,0.96704,0.96402,0.68353,0.88448,0.96704,0.9559,0.63938,1.12152,1.55179,0.55575,1.50341,0.00039115,0.00039115,0.00039115
