epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
125,3491.74,1.0709,2.04588,0.9544,1.52265,0.95086,0.90131,0.96969,0.67474,0.95086,0.90131,0.96556,0.63996,1.1381,1.57264,0.54075,1.53188,0.0003862,0.0003862,0.0003862
126,3521.72,0.99591,2.04526,0.92182,1.45561,0.92056,0.92794,0.97657,0.68667,0.92056,0.92794,0.97228,0.64477,1.15956,1.58231,0.57309,1.55677,0.00038125,0.00038125,0.00038125
127,3549.09,0.99103,1.9043,0.87343,1.43271,0.91313,0.93322,0.9745,0.67567,0.91313,0.93322,0.96891,0.64627,1.15383,1.55013,0.57965,1.49672,0.0003763,0.0003763,0.0003763
128,3576,1.01788,2.00646,0.84409,1.44895,0.8923,0.93938,0.9553,0.67694,0.8923,0.93938,0.95092,0.64964,1.10888,1.5246,0.57951,1.50009,0.00037135,0.00037135,0.00037135
129,3602.59,1.03637,1.91035,0.86777,1.45298,0.90671,0.90898,0.94995,0.67574,0.90408,0.90309,0.9368,0.63815,1.11525,1.67898,0.5909,1.52697,0.0003664,0.0003664,0.0003664
130,3629.92,0.98614,1.83598,0.88544,1.44161,0.9017,0.90765,0.96504,0.68056,0.97686,0.84524,0.9551,0.64051,1.13823,1.6738,0.59796,1.51996,0.00036145,0.00036145,0.00036145
131,3657.9,1.06012,2.18718,0.9676,1.49868,0.88878,0.9597,0.9701,0.69077,0.87786,0.94823,0.96731,0.64414,1.1097,1.54199,0.53927,1.48111,0.0003565,0.0003565,0.0003565
132,3683.92,0.93331,1.94385,0.83106,1.39696,0.92967,0.93113,0.97338,0.68019,0.90918,0.93814,0.97203,0.64686,1.13031,1.50242,0.54369,1.53832,0.00035155,0.00035155,0.00035155
133,3711.67,1.07511,1.98925,0.92921,1.51664,0.93882,0.94074,0.97301,0.68068,0.89918,0.96113,0.97099,0.64563,1.12145,1.60825,0.55334,1.5239,0.0003466,0.0003466,0.0003466
134,3740.75,1.02369,1.93648,0.88206,1.4258,0.92374,0.94868,0.97743,0.68415,0.92374,0.94868,0.97905,0.63475,1.08993,1.5881,0.55055,1.45077,0.00034165,0.00034165,0.00034165
135,3768.01,1.01873,1.89592,0.8355,1.47293,0.9317,0.95766,0.98027,0.68623,0.9317,0.95766,0.97971,0.63433,1.07868,1.59441,0.53887,1.49603,0.0003367,0.0003367,0.0003367
136,3795.51,1.0195,2.12666,0.94321,1.47655,0.93749,0.96051,0.97793,0.69341,0.93749,0.96051,0.97825,0.64799,1.06228,1.55626,0.53452,1.4429,0.00033175,0.00033175,0.00033175
137,3821.96,0.99535,2.11555,0.89258,1.49608,0.93934,0.93271,0.97675,0.66819,0.92627,0.92081,0.97334,0.63957,1.14021,1.54213,0.55443,1.49254,0.0003268,0.0003268,0.0003268
138,3847.68,0.88426,1.81519,0.78027,1.40233,0.93699,0.9537,0.97694,0.66834,0.92488,0.94179,0.97421,0.64135,1.1284,1.51727,0.53628,1.51698,0.00032185,0.00032185,0.00032185
139,3874.19,0.96846,1.93421,0.84572,1.40849,0.96376,0.97619,0.97975,0.66224,0.96376,0.97619,0.98806,0.64387,1.13352,1.56487,0.52803,1.53198,0.0003169,0.0003169,0.0003169
140,3903.85,0.95928,1.88968,0.77646,1.37803,0.93156,0.96429,0.97508,0.66902,0.93156,0.96429,0.98031,0.64591,1.13031,1.60869,0.52923,1.54144,0.00031195,0.00031195,0.00031195
141,3931.19,1.03798,1.84755,0.82072,1.4398,0.95399,0.95421,0.97705,0.67183,0.94177,0.93072,0.96417,0.65188,1.15611,1.66372,0.53446,1.59194,0.000307,0.000307,0.000307
142,3959.53,0.9831,1.9966,0.84165,1.44543,0.95895,0.93364,0.96297,0.67264,0.9464,0.92173,0.9562,0.65855,1.12638,1.59204,0.54794,1.49012,0.00030205,0.00030205,0.00030205
143,3986.34,0.96413,1.84434,0.76047,1.42713,0.91715,0.91123,0.96247,0.67269,0.91715,0.91123,0.95531,0.65657,1.09441,1.55545,0.58483,1.42402,0.0002971,0.0002971,0.0002971
144,4014.84,0.99715,1.89916,0.84451,1.35775,0.93722,0.91459,0.96402,0.67985,0.94742,0.91365,0.95806,0.64376,1.07275,1.54589,0.55955,1.45738,0.00029215,0.00029215,0.00029215
145,4039.72,0.96235,1.80362,0.7446,1.35551,0.91503,0.93764,0.95764,0.67834,0.90278,0.92573,0.95327,0.64289,1.08276,1.52654,0.56697,1.47102,0.0002872,0.0002872,0.0002872
146,4069.32,0.91921,1.93675,0.81051,1.33763,0.911,0.96971,0.95782,0.68505,0.90016,0.95803,0.95365,0.65134,1.0694,1.6164,0.54911,1.44885,0.00028225,0.00028225,0.00028225
147,4098.8,0.99709,1.75074,0.77612,1.43641,0.96188,0.93853,0.95971,0.67292,0.9575,0.91699,0.95789,0.65637,1.13314,1.5692,0.56742,1.54134,0.0002773,0.0002773,0.0002773
148,4126.47,1.00991,1.88682,0.86162,1.44243,0.92805,0.90725,0.95418,0.68089,0.9277,0.89178,0.94133,0.6395,1.1018,1.66007,0.57854,1.52192,0.00027235,0.00027235,0.00027235
149,4153.81,0.94537,1.82745,0.77479,1.40676,0.92052,0.93044,0.96077,0.67879,0.91205,0.89936,0.94268,0.64129,1.11671,1.70516,0.56709,1.54348,0.0002674,0.0002674,0.0002674
150,4182.33,0.91189,1.68719,0.7212,1.39541,0.89783,0.88095,0.96367,0.68885,0.89783,0.88095,0.95365,0.64845,1.08002,1.61563,0.50291,1.43015,0.00026245,0.00026245,0.00026245
151,4209.85,0.89829,1.65807,0.70712,1.37655,0.8681,0.95159,0.96685,0.68858,0.8681,0.95159,0.96663,0.65786,1.09868,1.5349,0.50228,1.43498,0.0002575,0.0002575,0.0002575
152,4236.71,0.90356,1.74237,0.69297,1.36593,0.92488,0.95543,0.97097,0.68417,0.92488,0.95543,0.97454,0.66023,1.11136,1.52837,0.4933,1.49426,0.00025255,0.00025255,0.00025255
153,4265.58,0.97003,1.91099,0.80152,1.41965,0.95906,0.96146,0.98027,0.6874,0.95906,0.96146,0.97561,0.65598,1.10319,1.50314,0.51055,1.53283,0.0002476,0.0002476,0.0002476
154,4293.53,1.0055,2.06505,0.85852,1.43427,0.95661,0.97525,0.98301,0.70393,0.95806,0.98056,0.98606,0.66316,1.08087,1.49712,0.48864,1.47226,0.00024265,0.00024265,0.00024265
155,4323.37,0.961,1.90784,0.81567,1.45845,0.93751,0.98328,0.98309,0.69774,0.95497,0.96429,0.98118,0.65713,1.09471,1.55202,0.47627,1.50468,0.0002377,0.0002377,0.0002377
156,4353.07,0.94339,1.86276,0.79279,1.40204,0.95985,0.96429,0.97941,0.70177,0.96909,0.96311,0.97577,0.67074,1.08463,1.54038,0.49339,1.45913,0.00023275,0.00023275,0.00023275
157,4380.8,0.86848,1.77,0.72639,1.31499,0.94359,0.95907,0.96676,0.70751,0.94359,0.95907,0.9765,0.66592,1.04145,1.57734,0.49981,1.41693,0.0002278,0.0002278,0.0002278
158,4410.17,0.99081,1.86907,0.82758,1.4621,0.9482,0.97564,0.97182,0.68959,0.9482,0.97564,0.98319,0.64896,1.05726,1.59788,0.49687,1.45721,0.00022285,0.00022285,0.00022285
159,4436.49,0.95013,1.76825,0.78397,1.39925,0.96038,0.94927,0.97689,0.68988,0.96038,0.94927,0.98309,0.65359,1.07901,1.54551,0.4959,1.48657,0.0002179,0.0002179,0.0002179
160,4463.05,0.95753,1.90433,0.83003,1.41676,0.96947,0.9636,0.98274,0.70227,0.96947,0.9636,0.98315,0.65962,1.07024,1.53731,0.50353,1.47191,0.00021295,0.00021295,0.00021295
161,4491.28,0.92718,1.98342,0.78194,1.39668,0.9733,0.96109,0.9869,0.69558,0.9733,0.96109,0.98556,0.66619,1.09188,1.48212,0.48544,1.5034,0.000208,0.000208,0.000208
162,4517.68,0.93289,1.77583,0.70134,1.39922,0.96919,0.96723,0.99019,0.69488,0.96919,0.96723,0.98711,0.66866,1.08817,1.47941,0.47657,1.50648,0.00020305,0.00020305,0.00020305
163,4545.67,0.92851,1.88177,0.81086,1.4354,0.96159,0.95813,0.98648,0.71195,0.96159,0.95813,0.98271,0.66841,1.06638,1.48871,0.4682,1.47298,0.0001981,0.0001981,0.0001981
164,4571.3,0.94277,1.77931,0.77198,1.3592,0.96797,0.95028,0.9806,0.70694,0.96797,0.95028,0.978,0.68091,1.08707,1.44417,0.46856,1.51003,0.00019315,0.00019315,0.00019315
165,4600.58,0.90684,1.80457,0.76283,1.34398,0.94198,0.97479,0.97694,0.7053,0.9313,0.96294,0.96756,0.67306,1.06821,1.4341,0.47339,1.48429,0.0001882,0.0001882,0.0001882
166,4629.94,0.9657,1.87337,0.73074,1.39908,0.98363,0.9635,0.9838,0.70091,0.98363,0.9635,0.9838,0.68013,1.07182,1.40295,0.46547,1.50267,0.00018325,0.00018325,0.00018325
167,4657.65,0.97385,1.92259,0.81689,1.38656,0.96839,0.94685,0.98085,0.69861,0.96839,0.94685,0.9827,0.66638,1.11335,1.4096,0.49367,1.58292,0.0001783,0.0001783,0.0001783
168,4687.5,1.05017,2.09631,0.87939,1.42189,0.96237,0.95919,0.97659,0.69608,0.96237,0.95919,0.9824,0.66372,1.09361,1.50044,0.47827,1.53083,0.00017335,0.00017335,0.00017335
169,4713.87,0.8739,1.7005,0.76377,1.34019,0.94593,0.97512,0.9756,0.69686,0.94593,0.97512,0.9823,0.6617,1.07004,1.54281,0.47856,1.4939,0.0001684,0.0001684,0.0001684
170,4741.22,0.97264,1.66816,0.76203,1.37267,0.9589,0.95961,0.97669,0.70355,0.9589,0.95961,0.98309,0.67288,1.06224,1.47505,0.4606,1.4727,0.00016345,0.00016345,0.00016345
171,4770.57,0.95833,1.78174,0.75107,1.34136,0.93407,0.96854,0.97889,0.70551,0.93392,0.97806,0.98364,0.67192,1.07772,1.4403,0.47203,1.46639,0.0001585,0.0001585,0.0001585
172,4801.75,0.92764,1.7968,0.75175,1.36794,0.93505,0.96429,0.97409,0.70197,0.93505,0.96429,0.97826,0.6681,1.06003,1.41489,0.46592,1.4476,0.00015355,0.00015355,0.00015355
173,4828.88,1.01437,1.99382,0.81155,1.44367,0.95802,0.95525,0.97939,0.70497,0.95802,0.95525,0.98261,0.66179,1.06007,1.39294,0.46279,1.45059,0.0001486,0.0001486,0.0001486
174,4857.38,0.95025,1.76779,0.79918,1.39998,0.95404,0.96429,0.97857,0.70843,0.95404,0.96429,0.98272,0.6731,1.04434,1.38065,0.45413,1.40716,0.00014365,0.00014365,0.00014365
175,4887.62,0.96125,1.69208,0.70484,1.39201,0.94955,0.97099,0.97991,0.70383,0.94955,0.97099,0.98075,0.67428,1.04287,1.39393,0.45396,1.4075,0.0001387,0.0001387,0.0001387
176,4913.86,0.97048,1.73178,0.76096,1.39625,0.95491,0.96429,0.98245,0.71888,0.95491,0.96429,0.98334,0.68059,1.02696,1.40689,0.45771,1.40699,0.00013375,0.00013375,0.00013375
177,4942.45,0.89818,1.65167,0.69144,1.34454,0.93557,0.97584,0.98433,0.71725,0.93557,0.97584,0.98579,0.67602,1.02426,1.43773,0.45235,1.39968,0.0001288,0.0001288,0.0001288
178,4970.79,0.89519,1.6648,0.75648,1.35742,0.94599,0.9732,0.98624,0.7173,0.94599,0.9732,0.98805,0.66972,1.02662,1.43859,0.45283,1.40941,0.00012385,0.00012385,0.00012385
179,4998.63,0.99828,1.98143,0.7979,1.43279,0.97556,0.96911,0.98691,0.70973,0.97556,0.96911,0.98827,0.67037,1.05618,1.4291,0.45347,1.45249,0.0001189,0.0001189,0.0001189
180,5026.7,0.88867,1.72057,0.69539,1.35661,0.97112,0.96325,0.98626,0.71887,0.97112,0.96325,0.98683,0.6761,1.04424,1.4242,0.46319,1.43819,0.00011395,0.00011395,0.00011395
181,5053.11,0.86341,1.65945,0.73991,1.34589,0.97068,0.95849,0.98475,0.7118,0.97068,0.95849,0.98254,0.67105,1.01918,1.42561,0.46965,1.42134,0.000109,0.000109,0.000109
182,5080.33,0.88966,1.84575,0.71353,1.33676,0.97755,0.96852,0.98975,0.72007,0.97755,0.96852,0.98798,0.684,1.03406,1.42474,0.46953,1.43069,0.00010405,0.00010405,0.00010405
183,5106.74,0.92513,1.75022,0.75605,1.34059,0.94313,0.94667,0.97889,0.70446,0.94313,0.94667,0.97853,0.67557,1.05456,1.43207,0.50121,1.43912,9.91e-05,9.91e-05,9.91e-05
184,5137.62,0.91741,1.57847,0.69875,1.30514,0.94331,0.9453,0.9807,0.71523,0.94331,0.9453,0.98031,0.67628,1.04291,1.41447,0.48485,1.42605,9.415e-05,9.415e-05,9.415e-05
185,5167.84,0.97635,1.70806,0.81739,1.3761,0.96938,0.97619,0.98625,0.70968,0.96938,0.97619,0.98587,0.67618,1.04547,1.43043,0.46016,1.46046,8.92e-05,8.92e-05,8.92e-05
186,5195.99,0.87115,1.6882,0.68563,1.30342,0.98327,0.97448,0.98563,0.70805,0.98327,0.97448,0.98638,0.67446,1.0455,1.44341,0.45242,1.47255,8.425e-05,8.425e-05,8.425e-05
187,5222.46,0.88326,1.71426,0.65345,1.30326,0.97787,0.9881,0.98782,0.7156,0.96855,0.97619,0.98649,0.68012,1.05306,1.44462,0.45924,1.46105,7.93e-05,7.93e-05,7.93e-05
188,5251.08,0.90696,1.78776,0.72086,1.32829,0.98285,0.96368,0.98295,0.71109,0.97048,0.95178,0.9745,0.67834,1.04938,1.42797,0.46487,1.43311,7.435e-05,7.435e-05,7.435e-05
189,5279.29,0.80584,1.69426,0.63273,1.30301,0.97184,0.96429,0.98245,0.70857,0.95983,0.95238,0.97374,0.67336,1.03936,1.4346,0.45869,1.431,6.94e-05,6.94e-05,6.94e-05
190,5310.07,0.97849,1.89069,0.76464,1.39216,0.96922,0.97425,0.98211,0.71082,0.95761,0.96248,0.97303,0.67918,1.02211,1.41243,0.45572,1.42352,6.445e-05,6.445e-05,6.445e-05
191,5340.18,0.94886,1.1998,0.49411,1.24077,0.96596,0.96429,0.97395,0.7125,0.96596,0.96429,0.98194,0.6785,1.02056,1.42631,0.45195,1.43371,5.95e-05,5.95e-05,5.95e-05
192,5367.69,0.96695,1.22432,0.45977,1.14062,0.9658,0.96429,0.97357,0.69545,0.9658,0.96429,0.97787,0.66641,1.06217,1.42676,0.45852,1.49816,5.455e-05,5.455e-05,5.455e-05
193,5393.79,0.8746,1.1757,0.44974,1.22017,0.96576,0.96429,0.97506,0.69747,0.96576,0.96429,0.97779,0.66583,1.06593,1.43291,0.46096,1.48338,4.96e-05,4.96e-05,4.96e-05
194,5420.46,0.77001,1.07356,0.41744,1.11792,0.96317,0.96429,0.98025,0.70872,0.96317,0.96429,0.97887,0.67283,1.04004,1.43629,0.45643,1.43738,4.465e-05,4.465e-05,4.465e-05
195,5449.36,0.9345,1.17106,0.42009,1.20233,0.96531,0.96429,0.98154,0.71365,0.96531,0.96429,0.97912,0.67751,1.02982,1.43472,0.45137,1.41354,3.97e-05,3.97e-05,3.97e-05
196,5476,0.84511,1.03022,0.40496,1.18304,0.96871,0.96355,0.98143,0.71809,0.96871,0.96355,0.9789,0.67858,1.0249,1.42466,0.44236,1.39961,3.475e-05,3.475e-05,3.475e-05
197,5502.92,0.86104,1.02702,0.40707,1.12408,0.97389,0.96228,0.98178,0.71479,0.97389,0.96228,0.97897,0.67857,1.03998,1.42163,0.43483,1.43376,2.98e-05,2.98e-05,2.98e-05
198,5529.58,0.93653,1.05803,0.4192,1.13119,0.97328,0.96104,0.9823,0.72187,0.97328,0.96104,0.97917,0.68259,1.04117,1.42841,0.43611,1.45362,2.485e-05,2.485e-05,2.485e-05
199,5558.93,1.1361,1.14002,0.49681,1.17923,0.96925,0.9649,0.98195,0.73046,0.96925,0.9649,0.97978,0.6853,1.01946,1.40954,0.43278,1.42455,1.99e-05,1.99e-05,1.99e-05
200,5585.96,0.79332,1.02221,0.39566,1.18578,0.97152,0.961,0.98195,0.73376,0.97152,0.961,0.97935,0.68787,1.01754,1.41598,0.43702,1.4161,1.495e-05,1.495e-05,1.495e-05
