epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
58,446.27,0.78612,1.76067,0.64821,1.21645,0.88157,0.82638,0.88861,0.69972,0.86971,0.81455,0.86668,0.59613,0.88746,2.29983,0.80199,1.48208,0.00102581,0.00102581,0.00102581
59,454.087,0.83069,1.76378,0.69195,1.25148,0.83341,0.87038,0.91672,0.71184,0.86226,0.83796,0.91175,0.64075,0.82716,1.92755,0.74615,1.3724,0.00101873,0.00101873,0.00101873
60,461.786,0.8618,1.81118,0.77598,1.26673,0.88289,0.93405,0.95429,0.72919,0.87409,0.92238,0.93244,0.64688,0.83324,1.89711,0.60563,1.39407,0.00101166,0.00101166,0.00101166
61,469.482,0.89586,1.81895,0.87085,1.31839,0.94479,0.94048,0.96814,0.72552,0.93153,0.92857,0.95139,0.65366,0.89044,1.94076,0.58009,1.45756,0.00100459,0.00100459,0.00100459
62,477.316,0.8422,1.86024,0.78275,1.22654,0.93759,0.87028,0.92552,0.68412,0.92553,0.85878,0.91827,0.53874,0.95104,3.05262,0.7025,1.53279,0.000997513,0.000997513,0.000997513
63,485.033,0.85944,1.78396,0.73873,1.23539,0.94739,0.86678,0.9651,0.73367,0.93396,0.85509,0.94474,0.63847,0.86887,2.08343,0.61005,1.44331,0.00099044,0.00099044,0.00099044
64,492.689,0.83449,1.72335,0.67709,1.22377,0.96509,0.85755,0.96396,0.74453,0.96509,0.85755,0.96004,0.65296,0.88474,1.8349,0.59576,1.47396,0.000983366,0.000983366,0.000983366
65,500.534,0.83083,1.59449,0.69502,1.23638,0.92984,0.94367,0.97188,0.73404,0.92984,0.94367,0.96495,0.63521,0.87275,1.97003,0.57167,1.47799,0.000976293,0.000976293,0.000976293
66,508.307,0.83863,1.80054,0.81794,1.23413,0.93105,0.90999,0.96,0.7306,0.93105,0.90999,0.96072,0.64448,0.92146,1.85722,0.60057,1.53286,0.000969219,0.000969219,0.000969219
67,515.97,0.87435,1.77642,0.79668,1.25791,0.97047,0.8896,0.97255,0.70917,0.97047,0.8896,0.96204,0.6391,0.96949,1.76002,0.59087,1.53697,0.000962146,0.000962146,0.000962146
68,523.698,0.81228,1.67968,0.68699,1.21658,0.90016,0.87672,0.93762,0.74388,0.90016,0.87672,0.93577,0.63856,0.82507,2.08713,0.6206,1.38199,0.000955072,0.000955072,0.000955072
69,531.371,0.84159,1.87523,0.75474,1.27838,0.94173,0.9079,0.94324,0.76687,0.92972,0.89599,0.9305,0.66031,0.80706,1.93188,0.55204,1.3956,0.000947999,0.000947999,0.000947999
70,539.66,0.81132,1.63747,0.70708,1.23178,0.96432,0.86068,0.94106,0.71508,0.95105,0.84878,0.92753,0.67696,0.90277,1.788,0.60474,1.46455,0.000940925,0.000940925,0.000940925
71,547.359,0.73541,1.59597,0.62779,1.18703,0.94333,0.84149,0.92401,0.71911,0.94333,0.84149,0.9003,0.60794,0.92268,2.37602,0.60938,1.50755,0.000933851,0.000933851,0.000933851
72,555.121,0.83474,1.60822,0.69807,1.25667,0.94237,0.90158,0.94824,0.72888,0.94237,0.90158,0.94867,0.65205,0.87204,1.77534,0.611,1.40917,0.000926778,0.000926778,0.000926778
73,562.849,0.77673,1.66973,0.72317,1.21383,0.95202,0.91667,0.94348,0.68682,0.95202,0.91667,0.9399,0.63202,0.94045,1.84991,0.61707,1.50349,0.000919704,0.000919704,0.000919704
74,570.637,0.81929,1.64658,0.6848,1.25825,0.98222,0.90059,0.96858,0.74759,0.98222,0.90059,0.95911,0.67131,0.83161,1.81115,0.52321,1.42247,0.000912631,0.000912631,0.000912631
75,578.47,0.77657,1.59747,0.61697,1.19376,0.8895,0.84009,0.93443,0.70328,0.88118,0.81201,0.89717,0.6164,0.87696,2.10419,0.62379,1.47166,0.000905557,0.000905557,0.000905557
76,586.186,0.75102,1.68167,0.57967,1.17845,0.94403,0.87862,0.94156,0.72285,0.93058,0.86698,0.91221,0.6083,0.85841,2.08021,0.58043,1.46447,0.000898484,0.000898484,0.000898484
77,593.917,0.73779,1.49301,0.559,1.17843,0.96338,0.90517,0.96489,0.73971,0.94821,0.89327,0.93581,0.66007,0.86027,1.90654,0.54228,1.44661,0.00089141,0.00089141,0.00089141
78,601.604,0.78831,1.64762,0.66137,1.20234,0.9555,0.89975,0.96348,0.74699,0.93424,0.87426,0.94265,0.67324,0.9049,1.78086,0.54117,1.49345,0.000884337,0.000884337,0.000884337
79,609.293,0.8632,1.6943,0.69169,1.21703,0.92476,0.88743,0.95813,0.7574,0.90833,0.86946,0.92027,0.64758,0.84357,2.05826,0.57364,1.39419,0.000877263,0.000877263,0.000877263
80,617.039,0.7929,1.62293,0.67083,1.21053,0.90747,0.8579,0.93997,0.72046,0.90747,0.8579,0.91514,0.64656,0.87814,1.82382,0.6108,1.4491,0.00087019,0.00087019,0.00087019
81,624.779,0.78147,1.54764,0.59661,1.1956,0.92992,0.88203,0.94693,0.74037,0.92992,0.88203,0.93167,0.64336,0.81567,1.98907,0.54713,1.38591,0.000863116,0.000863116,0.000863116
82,632.544,0.754,1.69418,0.6379,1.21096,0.88437,0.88136,0.91202,0.67415,0.88437,0.88136,0.90202,0.62246,0.96225,2.14745,0.68386,1.52546,0.000856042,0.000856042,0.000856042
83,640.307,0.75247,1.52295,0.58671,1.1778,0.94205,0.90226,0.955,0.71676,0.94205,0.90226,0.94572,0.6571,0.88929,1.89977,0.57613,1.5239,0.000848969,0.000848969,0.000848969
84,647.925,0.79481,1.70565,0.68062,1.286,0.97905,0.88823,0.95985,0.75672,0.97905,0.88823,0.95044,0.67619,0.79491,1.98171,0.58341,1.37856,0.000841895,0.000841895,0.000841895
85,655.692,0.75987,1.57408,0.74031,1.18362,0.96263,0.92898,0.96878,0.77071,0.96263,0.92898,0.95834,0.66899,0.80579,1.82334,0.49561,1.36698,0.000834822,0.000834822,0.000834822
86,663.416,0.83972,1.69788,0.67965,1.26592,0.89172,0.92583,0.94306,0.76781,0.88823,0.91201,0.94148,0.67311,0.75801,1.78218,0.57591,1.30269,0.000827748,0.000827748,0.000827748
