epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,627.018,1.57819,1.64092,1.83596,0.8127,0.74517,0.75625,0.41728,1.54099,1.34366,2.25286,0.0007228,0.0007228,0.0007228
44,641.704,1.62414,1.72276,1.91549,0.81323,0.8154,0.84009,0.4014,1.81374,1.2845,2.47993,0.0007162,0.0007162,0.0007162
45,656.488,1.63783,1.74716,1.90203,0.70307,0.80104,0.80592,0.45875,1.5657,1.28386,2.2362,0.0007096,0.0007096,0.0007096
46,671.586,1.62817,1.70846,1.91884,0.85267,0.814,0.8417,0.44111,1.62355,1.25465,2.24853,0.000703,0.000703,0.000703
47,685.805,1.67567,1.70028,1.90618,0.74607,0.70896,0.79447,0.36938,1.79803,1.42819,2.38472,0.0006964,0.0006964,0.0006964
48,700.305,1.57572,1.66645,1.8583,0.91451,0.8459,0.85996,0.48316,1.58204,1.14652,2.19108,0.0006898,0.0006898,0.0006898
49,715.033,1.55755,1.55792,1.82711,0.83152,0.78767,0.81866,0.45895,1.6121,1.21323,2.22363,0.0006832,0.0006832,0.0006832
50,729.119,1.56181,1.5247,1.83602,0.87124,0.8241,0.8344,0.46989,1.61647,1.13913,2.22213,0.0006766,0.0006766,0.0006766
51,744.241,1.61108,1.60005,1.86023,0.83855,0.82639,0.84849,0.37224,1.96859,1.19393,2.54933,0.00067,0.00067,0.00067
52,758.185,1.63482,1.58537,1.82971,0.86361,0.82046,0.87419,0.45998,1.63647,1.13818,2.24991,0.0006634,0.0006634,0.0006634
53,773.538,1.50529,1.50543,1.76398,0.69025,0.80788,0.80222,0.41181,1.72084,1.39202,2.34225,0.0006568,0.0006568,0.0006568
54,787.695,1.59326,1.57066,1.77826,0.85897,0.8356,0.84356,0.41815,1.74023,1.19641,2.31626,0.0006502,0.0006502,0.0006502
55,802.218,1.50752,1.49749,1.8241,0.82953,0.83993,0.83872,0.4566,1.66112,1.18443,2.25762,0.0006436,0.0006436,0.0006436
56,816.936,1.59186,1.50262,1.80726,0.85622,0.85023,0.85285,0.45436,1.66756,1.16049,2.28068,0.000637,0.000637,0.000637
57,831.753,1.55975,1.54615,1.86849,0.88331,0.84961,0.86803,0.44418,1.62575,1.15731,2.25197,0.0006304,0.0006304,0.0006304
58,845.276,1.54346,1.45565,1.81634,0.81065,0.86285,0.83378,0.44826,1.68203,1.25968,2.27335,0.0006238,0.0006238,0.0006238
59,860.49,1.61893,1.6091,1.929,0.86605,0.82033,0.83765,0.43291,1.71137,1.29491,2.28565,0.0006172,0.0006172,0.0006172
60,874.09,1.52888,1.51213,1.78525,0.77873,0.7599,0.79434,0.41131,1.64531,1.52049,2.31886,0.0006106,0.0006106,0.0006106
61,889.07,1.54324,1.53698,1.83249,0.84178,0.82854,0.84221,0.45962,1.59503,1.12146,2.22189,0.000604,0.000604,0.000604
62,904.761,1.56557,1.53487,1.84073,0.64331,0.69065,0.55572,0.26985,1.68697,1.80963,2.30382,0.0005974,0.0005974,0.0005974
63,919.055,1.58272,1.55562,1.8561,0.9096,0.8659,0.87538,0.43581,1.72326,1.17989,2.32987,0.0005908,0.0005908,0.0005908
64,934.084,1.54581,1.52705,1.82632,0.83085,0.79043,0.81213,0.39183,1.80318,1.30489,2.41958,0.0005842,0.0005842,0.0005842
65,949.569,1.51098,1.48062,1.83325,0.83667,0.8039,0.84704,0.46275,1.60615,1.19066,2.24309,0.0005776,0.0005776,0.0005776
66,963.369,1.53059,1.59108,1.82787,0.84099,0.79356,0.82684,0.46165,1.63545,1.17882,2.2643,0.000571,0.000571,0.000571
67,977.682,1.45239,1.43677,1.70808,0.87078,0.81648,0.86185,0.49951,1.57596,1.0784,2.22112,0.0005644,0.0005644,0.0005644
68,992.622,1.53101,1.4308,1.77796,0.89118,0.82221,0.86554,0.45333,1.77968,1.15199,2.41735,0.0005578,0.0005578,0.0005578
69,1006.42,1.54071,1.46747,1.86287,0.89544,0.85182,0.87012,0.49488,1.53081,1.15562,2.1996,0.0005512,0.0005512,0.0005512
70,1020.52,1.55369,1.52932,1.88541,0.84376,0.86617,0.86827,0.45459,1.65285,1.12466,2.2771,0.0005446,0.0005446,0.0005446
71,1034.48,1.51708,1.4503,1.83092,0.85163,0.84696,0.84985,0.48633,1.58017,1.12943,2.23503,0.000538,0.000538,0.000538
72,1048.9,1.49174,1.43292,1.78405,0.88619,0.81675,0.85086,0.46306,1.64557,1.19236,2.29602,0.0005314,0.0005314,0.0005314
73,1062.34,1.4744,1.40674,1.76986,0.8427,0.78711,0.8219,0.47321,1.53414,1.24206,2.20656,0.0005248,0.0005248,0.0005248
74,1077.58,1.45698,1.35366,1.74633,0.84329,0.80893,0.8435,0.49716,1.59861,1.16791,2.25094,0.0005182,0.0005182,0.0005182
