epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,414.141,1.0621,0.91547,1.3257,0.91154,0.77526,0.86589,0.60552,1.14437,0.94764,1.32682,0.000848969,0.000848969,0.000848969
43,423.476,1.11747,0.90946,1.35666,0.9078,0.82723,0.89123,0.60217,1.20842,0.87152,1.36979,0.000834822,0.000834822,0.000834822
44,432.681,1.08582,0.86947,1.34184,0.88598,0.83648,0.88279,0.59078,1.21354,0.85868,1.42382,0.000820675,0.000820675,0.000820675
45,442.072,1.07506,0.92016,1.34918,0.93211,0.8122,0.91258,0.57332,1.3206,0.83413,1.46605,0.000806528,0.000806528,0.000806528
46,451.421,1.06846,0.89621,1.33509,0.92591,0.856,0.92543,0.61044,1.20592,0.76925,1.34162,0.00079238,0.00079238,0.00079238
47,462.729,1.05149,0.85601,1.32987,0.92918,0.84451,0.91211,0.63018,1.13159,0.80231,1.3142,0.000778233,0.000778233,0.000778233
48,472.575,1.06895,0.85007,1.32889,0.93334,0.85215,0.90482,0.61135,1.1968,0.81582,1.37605,0.000764086,0.000764086,0.000764086
49,481.499,1.05332,0.86489,1.36367,0.94692,0.81779,0.9162,0.6133,1.16824,0.80081,1.35876,0.000749939,0.000749939,0.000749939
50,491.051,1.00887,0.81143,1.3083,0.93819,0.83532,0.91829,0.63471,1.08812,0.755,1.26859,0.000735792,0.000735792,0.000735792
51,500.699,1.02064,0.8417,1.27889,0.93486,0.78026,0.88764,0.59945,1.17207,0.8634,1.33119,0.000721645,0.000721645,0.000721645
52,509.947,1.00475,0.80633,1.2519,0.94065,0.86188,0.92213,0.64041,1.10781,0.73704,1.29434,0.000707498,0.000707498,0.000707498
53,518.663,1.00593,0.82201,1.30147,0.9373,0.82476,0.90672,0.63466,1.12346,0.74187,1.31991,0.000693351,0.000693351,0.000693351
54,529.367,0.95024,0.75895,1.25098,0.92441,0.83565,0.90498,0.63853,1.07809,0.75274,1.29243,0.000679204,0.000679204,0.000679204
55,538.148,0.97494,0.78624,1.27453,0.94128,0.86576,0.9155,0.63717,1.10019,0.74079,1.30561,0.000665057,0.000665057,0.000665057
56,546.927,1.00476,0.78794,1.27906,0.90692,0.86262,0.91013,0.61938,1.08555,0.75672,1.31006,0.000650909,0.000650909,0.000650909
57,555.516,1.00958,0.78964,1.33075,0.90935,0.81789,0.91487,0.63348,1.08277,0.76877,1.29173,0.000636762,0.000636762,0.000636762
58,564.341,0.99472,0.79436,1.26705,0.89001,0.8068,0.91232,0.62015,1.12496,0.8122,1.30018,0.000622615,0.000622615,0.000622615
59,573.243,0.95479,0.74436,1.26426,0.93694,0.83492,0.91357,0.64375,1.05495,0.72845,1.28343,0.000608468,0.000608468,0.000608468
60,583.278,0.97977,0.76067,1.28058,0.94562,0.87526,0.92494,0.6589,1.03579,0.70464,1.26753,0.000594321,0.000594321,0.000594321
61,591.87,0.98491,0.78145,1.27084,0.94748,0.78889,0.90902,0.64938,1.04922,0.76161,1.27811,0.000580174,0.000580174,0.000580174
62,601.477,0.95513,0.73134,1.24326,0.89112,0.82443,0.898,0.62087,1.11495,0.78025,1.30516,0.000566027,0.000566027,0.000566027
63,610.964,0.91276,0.73946,1.2599,0.89305,0.82969,0.91082,0.6241,1.10413,0.74321,1.30433,0.00055188,0.00055188,0.00055188
64,620.202,0.98759,0.78538,1.27759,0.93175,0.86413,0.92948,0.67617,1.03417,0.67826,1.25096,0.000537733,0.000537733,0.000537733
65,628.996,0.91373,0.698,1.21497,0.94699,0.87479,0.9461,0.69923,0.98748,0.59287,1.21118,0.000523586,0.000523586,0.000523586
66,639.906,0.92803,0.70642,1.22279,0.92431,0.90134,0.94398,0.67571,1.03305,0.61576,1.25279,0.000509438,0.000509438,0.000509438
